locusnum,snpid,geneid,chrnum,chrpos,A1,A2,zscore_SCHI,zscore_FATH,zscore_BORN,zscore_BROT,zscore_SIST,zscore_BIRT,zscore_TERM,conjfdr_SCHI_FATH,prune_SCHI_FATH,conjfdr_SCHI_BORN,prune_SCHI_BORN,conjfdr_SCHI_BROT,prune_SCHI_BROT,conjfdr_SCHI_SIST,prune_SCHI_SIST,conjfdr_SCHI_BIRT,prune_SCHI_BIRT,conjfdr_SCHI_TERM,prune_SCHI_TERM,min_conjfdr,pval_SCHI,pval_FATH,pval_BORN,pval_BROT,pval_SIST,pval_BIRT,pval_TERM
26,,,16,12212689,,,-3.543233,-2.010798,NaN,-3.743841,-0.801204,-2.089338,1.937822,3.444493e-01,0,NaN,0,4.642905e-03,0,8.329582e-01,0,3.788559e-01,0,5.596105e-01,0,4.642905e-03,3.952528e-04,4.434676e-02,NaN,1.812280e-04,4.230137e-01,3.667731e-02,5.264493e-02
26,,,16,12212914,,,-3.542613,-2.003854,-2.925890,-3.740028,-0.765418,-2.080101,1.942588,3.467532e-01,0,9.482144e-02,0,4.650088e-03,0,8.469209e-01,0,3.826145e-01,0,5.580964e-01,0,4.650088e-03,3.961834e-04,4.508572e-02,3.434722e-03,1.839999e-04,4.440229e-01,3.751623e-02,5.206594e-02
26,,,16,12215791,,,-3.459572,-1.985850,NaN,-3.559260,-0.736293,-2.114627,2.019183,3.526983e-01,0,NaN,0,5.808062e-03,0,8.580742e-01,0,3.685004e-01,0,5.291948e-01,0,5.808062e-03,5.410350e-04,4.704994e-02,NaN,3.719010e-04,4.615521e-01,3.446172e-02,4.346825e-02
27,,,16,12531365,,,-3.855410,-1.772497,-1.496503,-3.492682,1.746857,-0.608022,1.482533,4.212862e-01,0,6.006234e-01,0,5.624239e-03,1,6.321435e-01,0,8.833573e-01,0,6.652525e-01,0,5.624239e-03,1.155356e-04,7.631214e-02,1.345225e-01,4.781965e-04,8.066218e-02,5.431730e-01,1.381986e-01
28,,,17,8059117,,,-3.754625,0.285422,NaN,-2.094890,-0.916062,-4.117860,-0.818361,9.907376e-01,0,NaN,0,7.913140e-02,0,7.951533e-01,0,8.448651e-03,0,8.113161e-01,0,8.448651e-03,1.736010e-04,7.753209e-01,NaN,3.618075e-02,3.596346e-01,3.824069e-05,4.131509e-01
28,,,17,8061337,,,-3.768081,0.240873,NaN,-2.149918,-0.824729,-4.035597,-0.757902,9.993569e-01,0,NaN,0,7.248794e-02,0,8.236236e-01,0,8.055354e-03,1,8.349310e-01,0,8.055354e-03,1.645072e-04,8.096534e-01,NaN,3.156167e-02,4.095257e-01,5.446370e-05,4.485094e-01
28,,,17,8062102,,,-3.753129,0.224717,-0.637086,-2.146797,-0.850753,-4.047975,-0.761519,9.994037e-01,0,9.621897e-01,0,7.285487e-02,0,8.138635e-01,0,8.492296e-03,0,8.335411e-01,0,8.492296e-03,1.746407e-04,8.221993e-01,5.240691e-01,3.180947e-02,3.949065e-01,5.166259e-05,4.463468e-01
28,,,17,8062199,,,-3.746588,0.235831,NaN,-2.136424,-0.827292,-4.048190,-0.764982,9.993716e-01,0,NaN,0,7.411845e-02,0,8.225991e-01,0,8.682973e-03,0,8.322077e-01,0,8.682973e-03,1.792562e-04,8.135637e-01,NaN,3.264483e-02,4.080717e-01,5.161521e-05,4.442821e-01
28,,,17,8062583,,,-3.742890,0.222849,-0.502399,-2.120099,-0.816583,-4.033564,-0.767131,9.994091e-01,0,9.943202e-01,0,7.609781e-02,0,8.268697e-01,0,8.790619e-03,0,8.313790e-01,0,8.790619e-03,1.819156e-04,8.236532e-01,6.153870e-01,3.399771e-02,4.141666e-01,5.493720e-05,4.430037e-01
28,,,17,8066783,,,-3.748656,0.243808,-0.717216,-2.052663,-0.627979,-3.980686,-0.766635,9.993483e-01,0,9.341227e-01,0,8.421852e-02,0,9.015310e-01,0,8.622712e-03,0,8.315705e-01,0,8.622712e-03,1.777845e-04,8.073794e-01,4.732409e-01,4.010528e-02,5.300178e-01,6.871663e-05,4.432987e-01
28,,,17,8069021,,,-3.767869,0.252746,NaN,-2.044965,-0.610128,-3.983802,-0.737391,9.993221e-01,0,NaN,0,8.529515e-02,0,9.092698e-01,0,8.061563e-03,0,8.427583e-01,0,8.061563e-03,1.646470e-04,8.004643e-01,NaN,4.085826e-02,5.417768e-01,6.782126e-05,4.608845e-01
28,,,17,8076778,,,-3.766532,0.220048,NaN,-2.094955,-0.613082,-4.016780,-0.882640,9.994172e-01,0,NaN,0,7.912360e-02,0,9.079950e-01,0,8.100697e-03,0,7.899383e-01,0,8.100697e-03,1.655309e-04,8.258338e-01,NaN,3.617496e-02,5.398221e-01,5.899871e-05,3.774310e-01
28,,,17,8078765,,,-3.713924,0.193078,-0.849740,-2.000470,-0.555490,-4.057224,-0.827913,9.994939e-01,0,8.743797e-01,0,9.145894e-02,0,9.324354e-01,0,9.661320e-03,0,8.075109e-01,0,9.661320e-03,2.040704e-04,8.468982e-01,3.954699e-01,4.544949e-02,5.785592e-01,4.965950e-05,4.077200e-01
29,,,19,45395266,,,3.474756,-0.393518,-0.071925,4.223304,-0.149472,-0.282790,1.307660,9.515384e-01,0,1.000000e+00,0,5.572074e-03,1,9.998106e-01,0,9.949259e-01,0,6.934765e-01,0,5.572074e-03,5.113185e-04,6.939372e-01,9.426613e-01,2.407469e-05,8.811809e-01,7.773375e-01,1.909886e-01
